date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:45:51	697378/697378	---M--	200	added ('OK')	image/png	etag:%2213c80f43-aa422-559c8c0989939%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-1.png	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-1.png	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:45:55	227017/227017	---M--	200	added ('OK')	image/png	etag:%2213c80f2d-376c9-559c8c06d368b%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-2-video.png	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-2-video.png	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:46:00	278351/278351	---M--	200	added ('OK')	image/png	etag:%2213c80f7f-43f4f-559c8c0e4bc47%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-3-video.png	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-3-video.png	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:46:08	195283/195283	---M--	200	added ('OK')	image/png	etag:%2213c80f96-2fad3-559c8c1046b6d%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-4-video.png	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-4-video.png	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:46:15	697378/697378	---M--	200	added ('OK')	image/png	etag:%2213c80f22-aa422-559c8c0606349%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-4.png	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-4.png	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:46:27	227017/227017	---M--	200	added ('OK')	image/png	etag:%2213c80f7a-376c9-559c8c0deb2d6%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-5-video.png	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-5-video.png	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:46:40	1631270/1631270	---M--	200	added ('OK')	image/png	etag:%2213c80ead-18e426-559c8bff17cb8%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-2.png	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-2.png	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:46:51	278351/278351	---M--	200	added ('OK')	image/png	etag:%2213c80f75-43f4f-559c8c0d90d96%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-6-video.png	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-6-video.png	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:46:53	1534250/1534250	---M--	200	added ('OK')	image/png	etag:%2213c80eac-17692a-559c8bfe2d6c7%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-5.png	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-5.png	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
23:47:03	195283/195283	---M--	200	added ('OK')	image/png	etag:%2213c80f93-2fad3-559c8c0fd16cf%22	https://www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-7-video.png	E:/01.Web/Movie%20Star/www.klevermedia.co.uk/html_templates/movie_star_html/images/slide-7-video.png	(from https://www.klevermedia.co.uk/html_templates/movie_star_html/)
